employee_id,role_id,role_name,division,grade,base_salary_usd,tenure_years,rating,manager_id
E00743,R010,Solutions Architect (Sales Eng.),Sales,2,98213,3.8,4,E00987
E00744,R010,Solutions Architect (Sales Eng.),Sales,3,125546,0.6,3,E00947
E00745,R010,Solutions Architect (Sales Eng.),Sales,1,70007,1.7,3,E00988
E00746,R010,Solutions Architect (Sales Eng.),Sales,2,100012,1.2,4,E00988
E00747,R010,Solutions Architect (Sales Eng.),Sales,1,77348,2.2,2,E00956
E00748,R010,Solutions Architect (Sales Eng.),Sales,2,110527,1.5,4,E00984
E00749,R010,Solutions Architect (Sales Eng.),Sales,3,148915,2.3,2,E00965
E00750,R010,Solutions Architect (Sales Eng.),Sales,3,126223,0.8,4,E00952
E00751,R010,Solutions Architect (Sales Eng.),Sales,3,129212,1.6,2,E00948
E00752,R010,Solutions Architect (Sales Eng.),Sales,1,81052,1.6,4,E00979
E00753,R010,Solutions Architect (Sales Eng.),Sales,1,80038,1.6,4,E00938
E00754,R010,Solutions Architect (Sales Eng.),Sales,2,99038,2.5,3,E00952
E00755,R010,Solutions Architect (Sales Eng.),Sales,1,79370,6.5,3,E00982
E00756,R010,Solutions Architect (Sales Eng.),Sales,1,85130,0.7,3,E00974
E00757,R010,Solutions Architect (Sales Eng.),Sales,1,73963,3.1,5,E00944
E00758,R010,Solutions Architect (Sales Eng.),Sales,3,118970,8.4,4,E00966
E00759,R010,Solutions Architect (Sales Eng.),Sales,2,106693,0.2,2,E00962
E00760,R010,Solutions Architect (Sales Eng.),Sales,2,113775,1.7,4,E00947
E00761,R010,Solutions Architect (Sales Eng.),Sales,2,92146,1.7,5,E00970
E00762,R010,Solutions Architect (Sales Eng.),Sales,2,106974,0.6,1,E00986
E00763,R010,Solutions Architect (Sales Eng.),Sales,3,145656,3.4,2,E00974
E00764,R010,Solutions Architect (Sales Eng.),Sales,2,108666,0.5,2,E00951
E00765,R010,Solutions Architect (Sales Eng.),Sales,3,149388,1.8,5,E00942
E00766,R010,Solutions Architect (Sales Eng.),Sales,3,142979,7.3,3,E00965
E00767,R010,Solutions Architect (Sales Eng.),Sales,1,78925,1.6,3,E00965
E00768,R010,Solutions Architect (Sales Eng.),Sales,1,70771,1.6,4,E00963
E00769,R010,Solutions Architect (Sales Eng.),Sales,1,83947,3.8,2,E00965
E00770,R010,Solutions Architect (Sales Eng.),Sales,3,133329,0.2,2,E00964
E00771,R010,Solutions Architect (Sales Eng.),Sales,1,87165,0.0,4,E00955
E00772,R010,Solutions Architect (Sales Eng.),Sales,3,148125,0.4,2,E00987
E00773,R011,Sales Development Rep,Sales,1,87777,1.3,3,E00962
E00774,R011,Sales Development Rep,Sales,2,91650,13.4,3,E00952
E00775,R011,Sales Development Rep,Sales,3,116229,1.4,3,E00940
E00776,R011,Sales Development Rep,Sales,2,113327,2.6,3,E00980
E00777,R011,Sales Development Rep,Sales,2,105300,2.8,3,E00950
E00778,R011,Sales Development Rep,Sales,3,132802,5.4,3,E00937
E00779,R011,Sales Development Rep,Sales,1,89972,10.3,3,E00958
E00780,R011,Sales Development Rep,Sales,1,88449,0.2,3,E00940
E00781,R011,Sales Development Rep,Sales,3,128185,0.8,3,E00946
E00782,R011,Sales Development Rep,Sales,1,88256,2.5,3,E00943
E00783,R011,Sales Development Rep,Sales,2,93303,0.6,3,E00961
E00784,R011,Sales Development Rep,Sales,2,90129,0.4,2,E00955
E00785,R011,Sales Development Rep,Sales,2,94441,4.3,3,E00975
E00786,R011,Sales Development Rep,Sales,2,96238,7.0,3,E00958
E00787,R011,Sales Development Rep,Sales,1,85280,2.2,3,E00980
E00788,R011,Sales Development Rep,Sales,2,105079,0.7,3,E00937
E00789,R011,Sales Development Rep,Sales,1,87274,1.0,2,E00939
E00790,R011,Sales Development Rep,Sales,1,89712,0.4,1,E00938
E00791,R011,Sales Development Rep,Sales,1,76348,4.5,3,E00968
E00792,R011,Sales Development Rep,Sales,2,112714,10.9,4,E00990
E00793,R011,Sales Development Rep,Sales,1,76060,1.2,3,E00971
E00794,R011,Sales Development Rep,Sales,3,138020,1.0,3,E00935
E00795,R011,Sales Development Rep,Sales,1,72786,5.1,4,E00939
E00796,R011,Sales Development Rep,Sales,1,74229,2.7,3,E00964
E00797,R011,Sales Development Rep,Sales,2,103113,2.9,3,E00936
E00798,R011,Sales Development Rep,Sales,2,94028,2.1,4,E00957
E00799,R011,Sales Development Rep,Sales,1,71386,0.1,3,E00957
E00800,R011,Sales Development Rep,Sales,2,98193,2.0,3,E00979
E00801,R011,Sales Development Rep,Sales,1,73325,1.7,3,E00959
E00802,R011,Sales Development Rep,Sales,1,76641,0.4,3,E00953
E00803,R011,Sales Development Rep,Sales,3,123198,2.3,3,E00949
E00804,R011,Sales Development Rep,Sales,1,77082,5.1,3,E00961
E00805,R011,Sales Development Rep,Sales,1,80707,4.0,2,E00990
E00806,R011,Sales Development Rep,Sales,2,109719,3.0,4,E00949
E00807,R011,Sales Development Rep,Sales,1,82555,2.2,3,E00947
E00808,R011,Sales Development Rep,Sales,2,114410,5.4,3,E00954
E00809,R011,Sales Development Rep,Sales,1,80209,0.7,3,E00979
E00810,R011,Sales Development Rep,Sales,1,88651,1.4,3,E00969
E00811,R011,Sales Development Rep,Sales,2,105797,2.1,3,E00954
E00812,R011,Sales Development Rep,Sales,2,91577,1.8,3,E00959
E00813,R011,Sales Development Rep,Sales,1,79789,12.3,3,E00975
E00814,R011,Sales Development Rep,Sales,1,85335,1.4,4,E00936
E00815,R011,Sales Development Rep,Sales,2,111239,7.7,3,E00987
E00816,R011,Sales Development Rep,Sales,2,98167,2.2,3,E00989
E00817,R011,Sales Development Rep,Sales,1,81244,1.7,3,E00979
E00818,R011,Sales Development Rep,Sales,3,149292,15.0,3,E00984
E00819,R011,Sales Development Rep,Sales,2,106067,2.6,3,E00963
E00820,R011,Sales Development Rep,Sales,2,114503,1.1,3,E00977
E00821,R011,Sales Development Rep,Sales,3,136891,2.1,3,E00983
E00822,R011,Sales Development Rep,Sales,3,148701,0.9,3,E00950
E00823,R011,Sales Development Rep,Sales,3,125891,0.1,3,E00970
E00824,R011,Sales Development Rep,Sales,1,77227,1.5,3,E00987
E00825,R011,Sales Development Rep,Sales,1,81916,2.8,3,E00987
E00826,R011,Sales Development Rep,Sales,2,104468,0.1,4,E00951
E00827,R011,Sales Development Rep,Sales,1,77412,1.1,2,E00945
E00828,R011,Sales Development Rep,Sales,2,103163,4.8,3,E00981
E00829,R011,Sales Development Rep,Sales,1,80639,3.2,3,E00976
E00830,R011,Sales Development Rep,Sales,2,97299,4.4,3,E00956
E00831,R011,Sales Development Rep,Sales,3,149233,7.5,3,E00943
E00832,R011,Sales Development Rep,Sales,3,118647,3.4,3,E00969
E00833,R011,Sales Development Rep,Sales,1,77819,0.4,3,E00983
E00834,R011,Sales Development Rep,Sales,3,132610,1.3,3,E00973
E00835,R011,Sales Development Rep,Sales,1,85047,1.6,3,E00976
E00836,R011,Sales Development Rep,Sales,2,97144,0.2,4,E00986
E00837,R011,Sales Development Rep,Sales,1,83826,2.0,3,E00963
E00838,R011,Sales Development Rep,Sales,1,88947,1.3,3,E00955
E00839,R011,Sales Development Rep,Sales,1,86243,0.2,4,E00967
E00840,R011,Sales Development Rep,Sales,1,73917,1.6,3,E00953
E00841,R011,Sales Development Rep,Sales,3,146987,10.9,3,E00968
E00842,R011,Sales Development Rep,Sales,1,78616,14.1,4,E00985
E00843,R011,Sales Development Rep,Sales,2,91170,2.2,4,E00939
E00844,R011,Sales Development Rep,Sales,2,92195,0.6,4,E00954
E00845,R011,Sales Development Rep,Sales,1,82026,1.3,3,E00944
E00846,R011,Sales Development Rep,Sales,2,107443,0.6,4,E00935
E00847,R011,Sales Development Rep,Sales,2,113826,5.6,3,E00988
E00848,R011,Sales Development Rep,Sales,3,129780,0.1,3,E00984
E00849,R011,Sales Development Rep,Sales,1,70039,3.4,3,E00959
E00850,R011,Sales Development Rep,Sales,3,132313,0.4,4,E00964
E00851,R011,Sales Development Rep,Sales,1,70345,1.3,3,E00971
E00852,R011,Sales Development Rep,Sales,3,126038,6.2,3,E00941
E00853,R011,Sales Development Rep,Sales,2,99832,14.7,2,E00961
E00854,R011,Sales Development Rep,Sales,2,94362,8.1,4,E00938
E00855,R011,Sales Development Rep,Sales,1,85642,1.5,3,E00969
E00856,R011,Sales Development Rep,Sales,1,70749,0.3,3,E00938
E00857,R011,Sales Development Rep,Sales,2,109653,4.8,2,E00977
E00858,R011,Sales Development Rep,Sales,1,79339,1.0,2,E00990
E00859,R011,Sales Development Rep,Sales,1,72959,0.4,3,E00988
E00860,R011,Sales Development Rep,Sales,1,73580,0.8,3,E00958
E00861,R011,Sales Development Rep,Sales,2,92260,0.2,3,E00973
E00862,R011,Sales Development Rep,Sales,2,94581,6.3,3,E00974
E00863,R011,Sales Development Rep,Sales,1,73772,6.0,4,E00989
E00864,R011,Sales Development Rep,Sales,1,79618,1.8,3,E00959
E00865,R011,Sales Development Rep,Sales,2,111883,1.8,1,E00960
E00866,R011,Sales Development Rep,Sales,2,99017,1.7,3,E00974
E00867,R011,Sales Development Rep,Sales,2,96036,3.4,2,E00974
E00868,R011,Sales Development Rep,Sales,1,74203,0.3,2,E00959
E00869,R011,Sales Development Rep,Sales,1,70834,0.0,4,E00980
E00870,R011,Sales Development Rep,Sales,2,106053,8.9,3,E00989
E00871,R011,Sales Development Rep,Sales,1,70617,2.0,3,E00973
E00872,R011,Sales Development Rep,Sales,2,94547,3.2,3,E00978
E00873,R011,Sales Development Rep,Sales,2,95469,5.2,3,E00958
E00874,R011,Sales Development Rep,Sales,1,87069,5.9,3,E00952
E00875,R011,Sales Development Rep,Sales,1,83247,0.6,4,E00963
E00876,R011,Sales Development Rep,Sales,1,87111,3.1,3,E00980
E00877,R011,Sales Development Rep,Sales,1,87015,2.5,2,E00969
E00878,R011,Sales Development Rep,Sales,1,70316,5.8,4,E00941
E00879,R011,Sales Development Rep,Sales,2,92798,3.1,3,E00986
E00880,R011,Sales Development Rep,Sales,2,110207,7.3,2,E00967
E00881,R011,Sales Development Rep,Sales,3,143744,0.2,3,E00936
E00882,R011,Sales Development Rep,Sales,1,71090,0.1,4,E00972
E00883,R011,Sales Development Rep,Sales,1,86109,3.1,2,E00958
E00884,R011,Sales Development Rep,Sales,1,81227,3.7,4,E00967
E00885,R011,Sales Development Rep,Sales,1,81259,1.0,3,E00946
E00886,R011,Sales Development Rep,Sales,1,70074,0.4,2,E00972
E00887,R011,Sales Development Rep,Sales,1,71026,2.9,3,E00974
E00888,R011,Sales Development Rep,Sales,3,145334,0.8,3,E00960
E00889,R011,Sales Development Rep,Sales,2,97034,4.7,2,E00971
E00890,R011,Sales Development Rep,Sales,1,87902,4.7,3,E00947
E00891,R011,Sales Development Rep,Sales,1,70239,0.1,4,E00950
E00892,R011,Sales Development Rep,Sales,1,77036,3.0,3,E00960
E00893,R011,Sales Development Rep,Sales,3,115933,2.9,3,E00969
E00894,R011,Sales Development Rep,Sales,1,84968,4.8,3,E00937
E00895,R011,Sales Development Rep,Sales,2,110551,1.7,4,E00949
E00896,R011,Sales Development Rep,Sales,2,95327,0.5,2,E00950
E00897,R011,Sales Development Rep,Sales,3,117721,0.6,2,E00966
E00898,R011,Sales Development Rep,Sales,1,77419,1.6,3,E00961
E00899,R011,Sales Development Rep,Sales,3,140929,0.4,4,E00946
E00900,R011,Sales Development Rep,Sales,1,89087,2.1,3,E00947
E00901,R011,Sales Development Rep,Sales,1,80092,1.2,2,E00957
E00902,R011,Sales Development Rep,Sales,1,86299,1.5,3,E00941
E00903,R011,Sales Development Rep,Sales,2,91085,2.7,3,E00983
E00904,R011,Sales Development Rep,Sales,2,102194,4.0,2,E00972
E00905,R011,Sales Development Rep,Sales,1,89374,1.6,4,E00946
E00906,R011,Sales Development Rep,Sales,2,111582,0.4,4,E00966
E00907,R011,Sales Development Rep,Sales,2,95609,11.0,3,E00956
E00908,R011,Sales Development Rep,Sales,2,108818,0.5,4,E00965
E00909,R011,Sales Development Rep,Sales,1,76893,1.1,3,E00945
E00910,R011,Sales Development Rep,Sales,2,109293,0.5,2,E00980
E00911,R011,Sales Development Rep,Sales,3,133745,2.1,2,E00960
E00912,R011,Sales Development Rep,Sales,2,104611,1.6,3,E00962
E00913,R011,Sales Development Rep,Sales,3,128630,4.4,4,E00988
E00914,R011,Sales Development Rep,Sales,1,70064,1.9,3,E00949
E00915,R011,Sales Development Rep,Sales,2,97844,0.4,3,E00967
E00916,R011,Sales Development Rep,Sales,2,107197,5.7,3,E00935
E00917,R011,Sales Development Rep,Sales,3,148470,3.9,3,E00949
E00918,R011,Sales Development Rep,Sales,3,123239,8.4,4,E00941
E00919,R011,Sales Development Rep,Sales,1,72990,1.3,3,E00976
E00920,R011,Sales Development Rep,Sales,1,87647,1.8,3,E00938
E00921,R011,Sales Development Rep,Sales,2,114189,0.6,2,E00944
E00922,R011,Sales Development Rep,Sales,1,84699,1.7,3,E00959
E00923,R011,Sales Development Rep,Sales,1,70957,4.0,3,E00985
E00924,R011,Sales Development Rep,Sales,1,82929,1.6,3,E00939
E00925,R011,Sales Development Rep,Sales,1,81676,5.9,3,E00986
E00926,R011,Sales Development Rep,Sales,1,72742,0.5,4,E00938
E00927,R011,Sales Development Rep,Sales,1,76084,0.9,3,E00937
E00928,R011,Sales Development Rep,Sales,2,108797,2.9,3,E00965
E00929,R011,Sales Development Rep,Sales,1,75776,4.4,3,E00990
E00930,R011,Sales Development Rep,Sales,1,80918,4.3,3,E00980
E00931,R011,Sales Development Rep,Sales,2,113205,1.9,3,E00971
E00932,R011,Sales Development Rep,Sales,1,89980,2.4,3,E00957
E00933,R011,Sales Development Rep,Sales,2,105504,1.4,3,E00950
E00934,R011,Sales Development Rep,Sales,3,136422,0.0,3,E00962
E00935,R012,Sales Manager,Sales,4,168305,7.1,4,E00992
E00936,R012,Sales Manager,Sales,4,157226,0.1,3,E00998
E00937,R012,Sales Manager,Sales,4,159336,0.4,3,E00995
E00938,R012,Sales Manager,Sales,4,161249,7.9,2,E00998
E00939,R012,Sales Manager,Sales,4,158872,11.2,3,E00993
E00940,R012,Sales Manager,Sales,4,185608,2.2,2,E00991
E00941,R012,Sales Manager,Sales,4,180064,0.4,3,E00998
E00942,R012,Sales Manager,Sales,4,154441,1.8,3,E00999
E00943,R012,Sales Manager,Sales,4,174181,6.6,3,E00997
E00944,R012,Sales Manager,Sales,4,158038,1.0,2,E00997
E00945,R012,Sales Manager,Sales,4,176438,2.6,3,E00991
E00946,R012,Sales Manager,Sales,4,162131,0.1,4,E00999
E00947,R012,Sales Manager,Sales,4,174182,5.5,3,E00992
E00948,R012,Sales Manager,Sales,4,177443,2.2,3,E00992
E00949,R012,Sales Manager,Sales,4,163886,0.5,3,E00991
E00950,R012,Sales Manager,Sales,4,151177,0.1,3,E00998
E00951,R012,Sales Manager,Sales,4,173028,0.2,3,E00995
E00952,R012,Sales Manager,Sales,4,179322,0.9,4,E00992
E00953,R012,Sales Manager,Sales,4,177156,3.8,3,E00995
E00954,R012,Sales Manager,Sales,4,150535,1.4,4,E00994
E00955,R012,Sales Manager,Sales,4,188126,3.5,3,E00991
E00956,R012,Sales Manager,Sales,4,183647,2.2,4,E00997
E00957,R012,Sales Manager,Sales,4,167057,0.0,4,E00997
E00958,R012,Sales Manager,Sales,4,183112,13.3,3,E00991
E00959,R012,Sales Manager,Sales,4,176211,1.8,3,E00998
E00960,R012,Sales Manager,Sales,4,169926,2.0,3,E00994
E00961,R012,Sales Manager,Sales,4,187643,3.4,3,E00996
E00962,R012,Sales Manager,Sales,4,168981,4.6,2,E00992
E00963,R012,Sales Manager,Sales,4,179657,5.4,3,E00997
E00964,R012,Sales Manager,Sales,4,168941,2.0,3,E00996
E00965,R012,Sales Manager,Sales,4,164877,2.2,2,E00993
E00966,R012,Sales Manager,Sales,4,152497,15.0,3,E00999
E00967,R012,Sales Manager,Sales,4,189938,0.4,3,E00995
E00968,R012,Sales Manager,Sales,4,171249,2.5,3,E00996
E00969,R012,Sales Manager,Sales,4,176259,1.4,2,E00994
E00970,R012,Sales Manager,Sales,4,189844,0.7,3,E00997
E00971,R012,Sales Manager,Sales,4,173483,1.0,3,E00993
E00972,R012,Sales Manager,Sales,4,185842,2.1,3,E00995
E00973,R012,Sales Manager,Sales,4,154817,1.7,3,E00998
E00974,R012,Sales Manager,Sales,4,164932,0.7,3,E00993
E00975,R012,Sales Manager,Sales,4,157177,2.5,3,E00996
E00976,R012,Sales Manager,Sales,4,156828,1.5,3,E00995
E00977,R012,Sales Manager,Sales,4,167371,4.5,3,E00999
E00978,R012,Sales Manager,Sales,4,169600,2.1,2,E00992
E00979,R012,Sales Manager,Sales,4,164831,3.0,3,E00993
E00980,R012,Sales Manager,Sales,4,176951,0.2,3,E00996
E00981,R012,Sales Manager,Sales,4,189421,1.3,3,E00994
E00982,R012,Sales Manager,Sales,4,166203,1.4,3,E00993
E00983,R012,Sales Manager,Sales,4,184392,7.3,3,E00994
E00984,R012,Sales Manager,Sales,4,181813,2.2,3,E00991
E00985,R012,Sales Manager,Sales,4,160944,2.0,3,E00999
E00986,R012,Sales Manager,Sales,4,154899,1.2,3,E00991
E00987,R012,Sales Manager,Sales,4,170440,1.9,2,E00994
E00988,R012,Sales Manager,Sales,4,153162,4.1,3,E00996
E00989,R012,Sales Manager,Sales,4,168838,1.3,3,E00992
E00990,R012,Sales Manager,Sales,4,153443,0.9,3,E00999
E00991,R013,Sales Director,Sales,5,208912,13.3,3,E01000
E00992,R013,Sales Director,Sales,5,193426,8.8,3,E01000
E00993,R013,Sales Director,Sales,5,193933,0.7,3,E01000
E00994,R013,Sales Director,Sales,5,190123,0.3,3,E01000
E00995,R013,Sales Director,Sales,5,207075,0.8,3,E01000
E00996,R013,Sales Director,Sales,5,228352,1.7,3,E01000
E00997,R013,Sales Director,Sales,5,219520,9.6,3,E01000
E00998,R013,Sales Director,Sales,5,210448,2.9,3,E01000
E00999,R013,Sales Director,Sales,5,220706,2.5,3,E01000
E01000,R014,Sales VP,Sales,6,292447,4.1,3,E02003
E01001,R015,Enterprise CSM,Customer Success,1,78931,1.5,3,E01286
E01002,R015,Enterprise CSM,Customer Success,1,72453,0.1,3,E01254
E01003,R015,Enterprise CSM,Customer Success,3,146333,0.2,3,E01269
E01004,R015,Enterprise CSM,Customer Success,2,99590,0.2,3,E01277
E01005,R015,Enterprise CSM,Customer Success,2,96700,2.6,3,E01254
E01006,R015,Enterprise CSM,Customer Success,1,81240,2.4,4,E01253
E01007,R015,Enterprise CSM,Customer Success,1,87538,3.4,3,E01273
E01008,R015,Enterprise CSM,Customer Success,2,96717,1.4,3,E01292
E01009,R015,Enterprise CSM,Customer Success,1,80669,0.2,3,E01266
E01010,R015,Enterprise CSM,Customer Success,3,116173,3.4,4,E01278
E01011,R015,Enterprise CSM,Customer Success,3,122964,1.6,3,E01269
E01012,R015,Enterprise CSM,Customer Success,1,72325,0.0,3,E01262
E01013,R015,Enterprise CSM,Customer Success,3,121189,2.5,2,E01252
E01014,R015,Enterprise CSM,Customer Success,2,98706,0.8,3,E01283
E01015,R015,Enterprise CSM,Customer Success,2,90823,0.0,4,E01283
E01016,R015,Enterprise CSM,Customer Success,3,128919,1.7,3,E01257
E01017,R015,Enterprise CSM,Customer Success,1,85535,1.0,2,E01289
E01018,R015,Enterprise CSM,Customer Success,3,126378,2.2,3,E01276
E01019,R015,Enterprise CSM,Customer Success,1,76592,0.3,3,E01255
E01020,R015,Enterprise CSM,Customer Success,1,89055,1.2,4,E01276
E01021,R015,Enterprise CSM,Customer Success,1,74213,4.6,3,E01258
E01022,R015,Enterprise CSM,Customer Success,1,80781,5.4,3,E01270
E01023,R015,Enterprise CSM,Customer Success,3,137432,1.6,3,E01273
E01024,R015,Enterprise CSM,Customer Success,1,76566,0.0,4,E01253
E01025,R015,Enterprise CSM,Customer Success,1,71010,4.8,3,E01263
E01026,R015,Enterprise CSM,Customer Success,1,89608,9.8,3,E01253
E01027,R015,Enterprise CSM,Customer Success,1,87061,1.2,3,E01290
E01028,R015,Enterprise CSM,Customer Success,3,120053,1.7,3,E01254
E01029,R015,Enterprise CSM,Customer Success,2,106597,0.6,3,E01276
E01030,R015,Enterprise CSM,Customer Success,1,82920,3.6,3,E01255
E01031,R015,Enterprise CSM,Customer Success,1,78680,0.8,3,E01292
E01032,R015,Enterprise CSM,Customer Success,1,76279,3.1,3,E01274
E01033,R015,Enterprise CSM,Customer Success,1,70383,1.4,2,E01258
E01034,R015,Enterprise CSM,Customer Success,1,86782,12.7,4,E01260
E01035,R015,Enterprise CSM,Customer Success,3,145504,1.9,3,E01257
E01036,R015,Enterprise CSM,Customer Success,1,77932,3.9,4,E01290
E01037,R015,Enterprise CSM,Customer Success,2,109431,1.4,3,E01286
E01038,R015,Enterprise CSM,Customer Success,1,83713,1.1,4,E01290
E01039,R015,Enterprise CSM,Customer Success,1,83291,9.8,2,E01251
E01040,R015,Enterprise CSM,Customer Success,2,91676,2.4,3,E01279
E01041,R015,Enterprise CSM,Customer Success,2,99184,2.9,3,E01280
E01042,R015,Enterprise CSM,Customer Success,1,87699,1.5,2,E01256
E01043,R015,Enterprise CSM,Customer Success,2,111393,2.3,3,E01262
E01044,R015,Enterprise CSM,Customer Success,2,108560,4.9,3,E01284
E01045,R015,Enterprise CSM,Customer Success,2,111051,6.9,2,E01274
E01046,R015,Enterprise CSM,Customer Success,1,76659,8.9,3,E01281
E01047,R015,Enterprise CSM,Customer Success,1,75455,2.2,3,E01285
E01048,R015,Enterprise CSM,Customer Success,3,131863,0.7,2,E01291
E01049,R015,Enterprise CSM,Customer Success,3,129676,1.8,3,E01275
E01050,R015,Enterprise CSM,Customer Success,1,77242,6.6,4,E01285
E01051,R015,Enterprise CSM,Customer Success,2,94721,1.2,2,E01288
E01052,R015,Enterprise CSM,Customer Success,3,118153,2.1,3,E01261
E01053,R015,Enterprise CSM,Customer Success,1,79184,1.4,3,E01289
E01054,R015,Enterprise CSM,Customer Success,3,123159,4.4,3,E01257
E01055,R015,Enterprise CSM,Customer Success,3,126889,1.2,4,E01251
E01056,R015,Enterprise CSM,Customer Success,2,96903,3.7,2,E01291
E01057,R015,Enterprise CSM,Customer Success,2,114724,0.9,3,E01272
E01058,R015,Enterprise CSM,Customer Success,1,83744,0.7,3,E01256
E01059,R015,Enterprise CSM,Customer Success,1,86489,0.4,3,E01278
E01060,R015,Enterprise CSM,Customer Success,3,127247,2.4,3,E01272
E01061,R015,Enterprise CSM,Customer Success,1,84623,1.9,4,E01280
E01062,R015,Enterprise CSM,Customer Success,2,106870,13.9,3,E01261
E01063,R015,Enterprise CSM,Customer Success,1,83632,6.8,3,E01282
E01064,R015,Enterprise CSM,Customer Success,2,103028,0.4,3,E01273
E01065,R015,Enterprise CSM,Customer Success,3,121039,4.7,3,E01252
E01066,R015,Enterprise CSM,Customer Success,1,77201,1.0,3,E01263
E01067,R015,Enterprise CSM,Customer Success,1,72583,8.2,2,E01258
E01068,R015,Enterprise CSM,Customer Success,2,114677,2.8,3,E01276
E01069,R015,Enterprise CSM,Customer Success,3,119923,4.5,4,E01259
E01070,R015,Enterprise CSM,Customer Success,1,71891,14.4,4,E01280
E01071,R015,Enterprise CSM,Customer Success,2,101160,1.8,3,E01262
E01072,R015,Enterprise CSM,Customer Success,1,77811,3.2,3,E01274
E01073,R015,Enterprise CSM,Customer Success,1,71882,2.5,3,E01261
E01074,R015,Enterprise CSM,Customer Success,1,80518,9.0,4,E01289
E01075,R015,Enterprise CSM,Customer Success,1,76970,6.2,2,E01292
E01076,R015,Enterprise CSM,Customer Success,1,82913,0.0,3,E01292
E01077,R015,Enterprise CSM,Customer Success,1,77666,0.4,2,E01257
E01078,R015,Enterprise CSM,Customer Success,1,89688,6.3,3,E01275
E01079,R015,Enterprise CSM,Customer Success,3,147933,3.7,3,E01264
E01080,R015,Enterprise CSM,Customer Success,3,123531,3.1,4,E01285
E01081,R015,Enterprise CSM,Customer Success,1,79912,4.4,3,E01288
E01082,R015,Enterprise CSM,Customer Success,1,88646,0.9,3,E01289
E01083,R015,Enterprise CSM,Customer Success,2,112390,3.5,3,E01266
E01084,R015,Enterprise CSM,Customer Success,1,84927,2.2,2,E01269
E01085,R015,Enterprise CSM,Customer Success,2,103735,11.8,4,E01266
E01086,R015,Enterprise CSM,Customer Success,1,88335,0.6,3,E01257
E01087,R015,Enterprise CSM,Customer Success,1,83160,1.5,3,E01284
E01088,R015,Enterprise CSM,Customer Success,1,88814,5.9,2,E01287
E01089,R015,Enterprise CSM,Customer Success,1,80003,2.3,3,E01288
E01090,R015,Enterprise CSM,Customer Success,2,98209,2.9,3,E01252
E01091,R015,Enterprise CSM,Customer Success,2,94288,0.5,3,E01265
E01092,R015,Enterprise CSM,Customer Success,3,149086,0.0,3,E01260
E01093,R015,Enterprise CSM,Customer Success,1,74028,2.7,2,E01288
E01094,R015,Enterprise CSM,Customer Success,3,138816,2.3,3,E01254
E01095,R015,Enterprise CSM,Customer Success,1,84929,1.9,2,E01260
E01096,R015,Enterprise CSM,Customer Success,3,148836,3.1,3,E01253
E01097,R015,Enterprise CSM,Customer Success,1,87830,1.8,3,E01271
E01098,R015,Enterprise CSM,Customer Success,2,110610,0.2,2,E01273
E01099,R015,Enterprise CSM,Customer Success,2,103857,3.3,2,E01280
E01100,R015,Enterprise CSM,Customer Success,3,127429,1.5,3,E01284
E01101,R015,Enterprise CSM,Customer Success,1,84985,1.0,2,E01278
E01102,R015,Enterprise CSM,Customer Success,3,149071,0.5,3,E01271
E01103,R015,Enterprise CSM,Customer Success,1,70684,2.2,3,E01256
E01104,R015,Enterprise CSM,Customer Success,1,82652,0.1,2,E01269
E01105,R015,Enterprise CSM,Customer Success,2,95537,6.0,3,E01278
E01106,R015,Enterprise CSM,Customer Success,1,79914,3.8,3,E01278
E01107,R015,Enterprise CSM,Customer Success,2,96080,1.6,2,E01256
E01108,R015,Enterprise CSM,Customer Success,1,75461,6.9,3,E01263
E01109,R015,Enterprise CSM,Customer Success,1,78677,1.2,3,E01286
E01110,R015,Enterprise CSM,Customer Success,1,77418,5.0,4,E01268
E01111,R015,Enterprise CSM,Customer Success,1,74578,0.7,3,E01260
E01112,R015,Enterprise CSM,Customer Success,2,98518,0.2,3,E01279
E01113,R015,Enterprise CSM,Customer Success,2,97911,1.0,2,E01265
E01114,R015,Enterprise CSM,Customer Success,1,83890,4.5,3,E01267
E01115,R015,Enterprise CSM,Customer Success,1,73432,5.6,4,E01279
E01116,R015,Enterprise CSM,Customer Success,1,77070,0.9,3,E01264
E01117,R015,Enterprise CSM,Customer Success,1,81602,0.4,3,E01281
E01118,R015,Enterprise CSM,Customer Success,1,76898,2.3,3,E01276
E01119,R016,Technical Support Engineer,Customer Success,1,82400,0.6,3,E01261
E01120,R016,Technical Support Engineer,Customer Success,1,78157,1.8,3,E01272
E01121,R016,Technical Support Engineer,Customer Success,2,114518,9.8,2,E01282
E01122,R016,Technical Support Engineer,Customer Success,1,89349,0.4,3,E01260
E01123,R016,Technical Support Engineer,Customer Success,2,94770,3.9,2,E01273
E01124,R016,Technical Support Engineer,Customer Success,1,87174,0.8,3,E01270
E01125,R016,Technical Support Engineer,Customer Success,1,71803,7.0,3,E01267
E01126,R016,Technical Support Engineer,Customer Success,1,73180,3.6,2,E01292
E01127,R016,Technical Support Engineer,Customer Success,1,86708,0.2,3,E01262
E01128,R016,Technical Support Engineer,Customer Success,3,129690,1.3,3,E01251
E01129,R016,Technical Support Engineer,Customer Success,1,77206,2.0,3,E01270
E01130,R016,Technical Support Engineer,Customer Success,3,141813,0.9,4,E01275
E01131,R016,Technical Support Engineer,Customer Success,1,89414,6.3,2,E01269
